fluxID,yearFlux,contDayInYearFlux,dayInYearFlux,PindexFLUXnee,PindexFLUXneeE,PindexFLUXneegf,PindexFLUXle,PindexFLUXleE,PindexFLUXlegf,PindexFLUXgpp,PindexFLUXgppgf,PindexFLUXre,PindexFLUXregf,metID,yearMet,dayInYearMet,hourInYear,temp,par,vpd,rh,soilT,co2,precip,bioID,yearBio,dayInYearBio,PindexBioLAI,PindexBioLAIe,PindexBioLitterF,PindexBioLitterFe,PindexBioPhenology,PindexBioPhenologyE,PindexBioCw,PindexBioCwE,PindexBioCwInc,PindexBioCwIncE,PindexBioSoilTotC,PindexBioSoilTotCe
2306,1997,49.062,49,0.46533,0.40032,0.46533,0,0.002382,0,-9999,-9999,-9999,-9999,2306,1997,49,1.5,7.3,0,0.175,-9999,4.4028,362.32,0,2306,2003,117,117,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2307,1997,49.083,49,0.79033,0.41459,0.79033,0,0.001936,0,-9999,-9999,-9999,-9999,2307,1997,49,2,7.4,0,0.1703,-9999,4.4123,362.32,0,2307,2003,118,118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2308,1997,49.104,49,0.71434,0.49159,0.71434,0,0.002424,0,-9999,-9999,-9999,-9999,2308,1997,49,2.5,7.5,0,0.1657,-9999,4.4237,362.32,0,2308,2003,119,119,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2309,1997,49.125,49,0.86465,0.46571,0.86465,0.00015,0.001741,0.00015,-9999,-9999,-9999,-9999,2309,1997,49,3,7.4,0,0.161,-9999,4.4369,362.32,0,2309,2003,120,120,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2310,1997,49.146,49,0.98034,0.47079,0.98034,0.001725,0.003087,0.001725,-9999,-9999,-9999,-9999,2310,1997,49,3.5,7.5,0,0.1563,-9999,4.4519,362.32,0,2310,2003,121,121,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2311,1997,49.167,49,1.2757,0.44912,1.2757,0,0.003346,0,-9999,-9999,-9999,-9999,2311,1997,49,4,7.3,0,0.1516,-9999,4.4685,362.32,0,2311,2003,122,122,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2312,1997,49.188,49,0.78,0.4513,0.78,0.00047,0.001784,0.00047,-9999,-9999,-9999,-9999,2312,1997,49,4.5,6.9,0,0.1469,-9999,4.4865,362.32,0,2312,2003,123,123,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2313,1997,49.208,49,1.1455,0.36164,1.1455,0,0.003079,0,-9999,-9999,-9999,-9999,2313,1997,49,5,6.8,0,0.1422,-9999,4.5058,362.32,0,2313,2003,124,124,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2314,1997,49.229,49,1.2783,0.33259,1.2783,0,0.001567,0,-9999,-9999,-9999,-9999,2314,1997,49,5.5,6.7,0,0.1375,-9999,4.5262,362.32,0.2,2314,2003,125,125,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2315,1997,49.25,49,0.96117,0.34927,0.96117,0,0.001389,0,-9999,-9999,-9999,-9999,2315,1997,49,6,6.3,0,0.1328,-9999,4.5475,362.32,0.4,2315,2003,126,126,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2316,1997,49.271,49,0.89433,0.35867,0.89433,0,0.001719,0,-9999,-9999,-9999,-9999,2316,1997,49,6.5,6,0,0.1281,-9999,4.5696,362.32,0.4,2316,2003,127,127,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2317,1997,49.292,49,0.75634,0.39188,0.75634,0,0.00225,0,-9999,-9999,-9999,-9999,2317,1997,49,7,6.1,0,0.1332,-9999,4.5922,362.32,0.6,2317,2003,128,128,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2318,1997,49.312,49,0.54783,0.39352,0.54783,0,0.003946,0,-9999,-9999,-9999,-9999,2318,1997,49,7.5,6.2,19.737,0.1383,-9999,4.6151,362.32,0.4,2318,2003,129,129,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2319,1997,49.333,49,0.83483,0.97682,0.83483,0,0.002094,0,-9999,-9999,-9999,-9999,2319,1997,49,8,6.4,43.86,0.1435,-9999,4.6381,362.32,0,2319,2003,130,130,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2320,1997,49.354,49,1.1662,0.98389,1.1662,0.001063,0.002027,0.001063,-9999,-9999,-9999,-9999,2320,1997,49,8.5,6.7,54.825,0.1486,-9999,4.6611,362.32,0,2320,2003,131,131,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2321,1997,49.375,49,0.63716,0.47618,0.63716,0,0.003061,0,-9999,-9999,-9999,-9999,2321,1997,49,9,6.7,127.19,0.1537,-9999,4.6836,362.32,0.2,2321,2003,132,132,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2322,1997,49.396,49,-0.07583,0.43988,-0.07583,0.000214,0.001696,0.000214,-9999,-9999,-9999,-9999,2322,1997,49,9.5,6.8,133.77,0.1589,-9999,4.7056,362.32,0.2,2322,2003,133,133,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2323,1997,49.417,49,-0.36999,0.35817,-0.36999,0,0.00235,0,-9999,-9999,-9999,-9999,2323,1997,49,10,6.9,162.28,0.164,-9999,4.7268,362.32,0.4,2323,2003,134,134,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2324,1997,49.438,49,0.495,0.34123,0.495,0,0.001903,0,-9999,-9999,-9999,-9999,2324,1997,49,10.5,7.1,168.86,0.1691,-9999,4.7469,362.32,0.4,2324,2003,135,135,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2325,1997,49.458,49,0.50233,0.5606,0.50233,0.000278,0.001937,0.000278,-9999,-9999,-9999,-9999,2325,1997,49,11,7.2,146.93,0.1743,-9999,4.7658,362.32,0,2325,2003,136,136,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2326,1997,49.479,49,0.5215,0.26295,0.5215,0.001467,0.003127,0.001467,-9999,-9999,-9999,-9999,2326,1997,49,11.5,7.3,201.75,0.1794,-9999,4.7832,362.32,0.6,2326,2003,137,137,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2327,1997,49.5,49,0.67001,0.30959,0.67001,0,0.0038,0,-9999,-9999,-9999,-9999,2327,1997,49,12,7.1,140.35,0.1845,-9999,4.7989,362.32,0.2,2327,2003,138,138,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2328,1997,49.521,49,0.66534,0.45153,0.66534,0,0.002214,0,-9999,-9999,-9999,-9999,2328,1997,49,12.5,7.3,258.77,0.1897,-9999,4.8127,362.32,0.4,2328,2003,139,139,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2329,1997,49.542,49,1.2683,0.2732,1.2683,0,0.004404,0,-9999,-9999,-9999,-9999,2329,1997,49,13,7.8,225.88,0.1913,-9999,4.8244,362.32,0,2329,2003,140,140,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2330,1997,49.562,49,0.8225,0.45153,0.8225,0.000539,0.005131,0.000539,-9999,-9999,-9999,-9999,2330,1997,49,13.5,7.6,201.75,0.1928,-9999,4.8337,362.32,0.2,2330,2003,141,141,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2331,1997,49.583,49,1.421,0.45055,1.421,0.002681,0.006758,0.002681,-9999,-9999,-9999,-9999,2331,1997,49,14,8.3,453.95,0.1944,-9999,4.8407,362.32,0,2331,2003,142,142,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2332,1997,49.604,49,0.66333,0.1873,0.66333,0.004636,0.009098,0.004636,-9999,-9999,-9999,-9999,2332,1997,49,14.5,8.6,291.67,0.196,-9999,4.8449,362.32,0.2,2332,2003,143,143,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2333,1997,49.625,49,0.98833,0.2814,0.98833,0,0.005883,0,-9999,-9999,-9999,-9999,2333,1997,49,15,7.9,184.21,0.1976,-9999,4.8464,362.32,0.2,2333,2003,144,144,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2334,1997,49.646,49,1.288,0.44002,1.288,0,0.002231,0,-9999,-9999,-9999,-9999,2334,1997,49,15.5,7.7,32.895,0.1992,-9999,4.845,362.32,2,2334,2003,145,145,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2335,1997,49.667,49,0.5065,0.36166,0.5065,0.000174,0.002243,0.000174,-9999,-9999,-9999,-9999,2335,1997,49,16,7.1,85.526,0.2007,-9999,4.8405,362.32,0.2,2335,2003,146,146,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2336,1997,49.688,49,1.9767,0.62167,1.9767,0,0.002748,0,-9999,-9999,-9999,-9999,2336,1997,49,16.5,7,57.018,0.2023,-9999,4.8328,362.32,0,2336,2003,147,147,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2337,1997,49.708,49,0.56301,0.50386,0.56301,0.000204,0.001982,0.000204,-9999,-9999,-9999,-9999,2337,1997,49,17,6.4,0,0.2039,-9999,4.822,362.32,0.4,2337,2003,148,148,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2338,1997,49.729,49,1.2683,0.54083,1.2683,0,0.003974,0,-9999,-9999,-9999,-9999,2338,1997,49,17.5,6,0,0.2055,-9999,4.8078,362.32,0,2338,2003,149,149,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2339,1997,49.75,49,1.2782,0.46292,1.2782,0,0.002235,0,-9999,-9999,-9999,-9999,2339,1997,49,18,6.1,0,0.2071,-9999,4.7903,362.32,0,2339,2003,150,150,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2340,1997,49.771,49,0.9765,0.55028,0.9765,0,0.002235,0,-9999,-9999,-9999,-9999,2340,1997,49,18.5,5.8,0,0.2087,-9999,4.7695,362.32,0,2340,2003,151,151,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2341,1997,49.792,49,-0.63183,0.563,-0.63183,0.000891,0.002972,0.000891,-9999,-9999,-9999,-9999,2341,1997,49,19,5.7,0,0.2089,-9999,4.7452,362.32,0,2341,2003,152,152,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2342,1997,49.812,49,1.4827,0.62674,1.4827,0,0.003669,0,-9999,-9999,-9999,-9999,2342,1997,49,19.5,4.3,0,0.2092,-9999,4.7177,362.32,0,2342,2003,153,153,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2343,1997,49.833,49,-0.82583,0.99797,-0.82583,0,0.00224,0,-9999,-9999,-9999,-9999,2343,1997,49,20,4.1,0,0.2095,-9999,4.6869,362.32,1.2,2343,2003,154,154,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2344,1997,49.854,49,0.521,0.53314,0.521,0,0.001732,0,-9999,-9999,-9999,-9999,2344,1997,49,20.5,2,0,0.2098,-9999,4.6528,362.32,0,2344,2003,155,155,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2345,1997,49.875,49,0.79866,0.30897,0.79866,0,0.00256,0,-9999,-9999,-9999,-9999,2345,1997,49,21,2.8,0,0.2101,-9999,4.6156,362.32,0.2,2345,2003,156,156,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2346,1997,49.896,49,0.43534,0.28908,0.43534,0,0.001758,0,-9999,-9999,-9999,-9999,2346,1997,49,21.5,3.5,0,0.2104,-9999,4.5753,362.32,0,2346,2003,157,157,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2347,1997,49.917,49,0.76433,0.29415,0.76433,0,0.002933,0,-9999,-9999,-9999,-9999,2347,1997,49,22,3.5,0,0.2106,-9999,4.5322,362.32,0,2347,2003,158,158,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2348,1997,49.938,49,1.002,0.27225,1.002,0,0.002276,0,-9999,-9999,-9999,-9999,2348,1997,49,22.5,3.1,0,0.2109,-9999,4.4863,362.32,0,2348,2003,159,159,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2349,1997,49.958,49,0.79733,0.29757,0.79733,0,0.001217,0,-9999,-9999,-9999,-9999,2349,1997,49,23,3.3,0,0.2112,-9999,4.4378,362.32,0,2349,2003,160,160,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2350,1997,49.979,49,0.72784,0.25333,0.72784,0.000293,0.001559,0.000293,-9999,-9999,-9999,-9999,2350,1997,49,23.5,3.4,0,0.2115,-9999,4.387,362.32,0,2350,2003,161,161,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2351,1997,50,49,1.2865,1.2621,1.2865,0.001823,0.002913,0.001823,-9999,-9999,-9999,-9999,2351,1997,49,24,3.5,0,0.2118,-9999,5.0874,362.32,0,2351,2003,162,162,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2352,1997,50.021,50,0.55166,1.2137,0.55166,0.000627,0.001594,0.000627,-9999,-9999,-9999,-9999,2352,1997,50,0.5,3.5,0,0.2121,-9999,5.0903,362.32,0,2352,2003,163,163,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2353,1997,50.042,50,1.065,1.1851,1.065,0.000927,0.002073,0.000927,-9999,-9999,-9999,-9999,2353,1997,50,1,3.4,0,0.2097,-9999,5.095,362.32,0,2353,2003,164,164,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2354,1997,50.062,50,0.71549,1.1758,0.71549,0.000134,0.001628,0.000134,-9999,-9999,-9999,-9999,2354,1997,50,1.5,3.4,0,0.2074,-9999,5.1016,362.32,0,2354,2003,165,165,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2355,1997,50.083,50,0.74218,1.1359,0.74218,0,0.00139,0,-9999,-9999,-9999,-9999,2355,1997,50,2,3.3,0,0.205,-9999,5.11,362.32,0,2355,2003,166,166,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2356,1997,50.104,50,0.68666,0.34586,0.68666,0.00151,0.002618,0.00151,-9999,-9999,-9999,-9999,2356,1997,50,2.5,3.3,0,0.2027,-9999,5.1201,362.32,0,2356,2003,167,167,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2357,1997,50.125,50,1.43,0.34842,1.43,0,0.002499,0,-9999,-9999,-9999,-9999,2357,1997,50,3,3.2,0,0.2004,-9999,5.1319,362.32,0,2357,2003,168,168,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2358,1997,50.146,50,1.334,0.46014,1.334,0.001093,0.00199,0.001093,-9999,-9999,-9999,-9999,2358,1997,50,3.5,1.4,0,0.198,-9999,5.1451,362.32,0.2,2358,2003,169,169,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2359,1997,50.167,50,0.72701,0.43026,0.72701,0,0.003689,0,-9999,-9999,-9999,-9999,2359,1997,50,4,1.2,0,0.1957,-9999,5.1598,362.32,0.2,2359,2003,170,170,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2360,1997,50.188,50,0.88517,0.43436,0.88517,0,0.001143,0,-9999,-9999,-9999,-9999,2360,1997,50,4.5,2,0,0.1934,-9999,5.1758,362.32,0,2360,2003,171,171,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2361,1997,50.208,50,0.92917,0.30254,0.92917,0,0.001984,0,-9999,-9999,-9999,-9999,2361,1997,50,5,2.3,0,0.191,-9999,5.1929,362.32,0,2361,2003,172,172,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2362,1997,50.229,50,0.22499,0.45259,0.22499,0,0.001394,0,-9999,-9999,-9999,-9999,2362,1997,50,5.5,2.2,0,0.1887,-9999,5.211,362.32,0,2362,2003,173,173,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2363,1997,50.25,50,0.85867,0.29553,0.85867,0,0.002044,0,-9999,-9999,-9999,-9999,2363,1997,50,6,1.7,0,0.1863,-9999,5.2299,362.32,0.2,2363,2003,174,174,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2364,1997,50.271,50,0.83251,0.26641,0.83251,0,0.000898,0,-9999,-9999,-9999,-9999,2364,1997,50,6.5,1.4,0,0.184,-9999,5.2495,362.32,0,2364,2003,175,175,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2365,1997,50.292,50,0.827,0.2237,0.827,0,0.001388,0,-9999,-9999,-9999,-9999,2365,1997,50,7,1.5,0,0.2026,-9999,5.2695,362.32,0,2365,2003,176,176,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2366,1997,50.312,50,0.72333,0.17234,0.72333,0,0.000916,0,-9999,-9999,-9999,-9999,2366,1997,50,7.5,1.6,30.702,0.2211,-9999,5.2899,362.32,0,2366,2003,177,177,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2367,1997,50.333,50,0.54601,0.44912,0.54601,0,0.001592,0,-9999,-9999,-9999,-9999,2367,1997,50,8,1.9,94.298,0.2397,-9999,5.3103,362.33,0,2367,2003,178,178,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2368,1997,50.354,50,0.39082,0.45021,0.39082,0.00011,0.002258,0.00011,-9999,-9999,-9999,-9999,2368,1997,50,8.5,2.3,313.6,0.2583,-9999,5.3306,362.33,0,2368,2003,179,179,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2369,1997,50.375,50,0.43351,0.4513,0.43351,0.000277,0.002291,0.000277,-9999,-9999,-9999,-9999,2369,1997,50,9,2.6,447.37,0.2768,-9999,5.3506,362.33,0,2369,2003,180,180,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2370,1997,50.396,50,0.58583,0.45153,0.58583,0.002922,0.008227,0.002922,-9999,-9999,-9999,-9999,2370,1997,50,9.5,3.3,706.14,0.2954,-9999,5.3701,362.33,0,2370,2003,181,181,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2371,1997,50.417,50,0.65733,0.45175,0.65733,0.012175,0.018601,0.012175,-9999,-9999,-9999,-9999,2371,1997,50,10,3.9,758.77,0.3139,-9999,5.3889,362.33,0,2371,2003,182,182,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2372,1997,50.438,50,0.55117,0.45153,0.55117,0.00919,0.013984,0.00919,-9999,-9999,-9999,-9999,2372,1997,50,10.5,4.2,673.25,0.3325,-9999,5.4068,362.33,0,2372,2003,183,183,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2373,1997,50.458,50,0.37718,0.45021,0.37718,0.009117,0.013812,0.009117,-9999,-9999,-9999,-9999,2373,1997,50,11,4.7,677.63,0.3511,-9999,5.4235,362.33,0,2373,2003,184,184,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2374,1997,50.479,50,0.1315,0.44717,0.1315,0.010595,0.01587,0.010595,-9999,-9999,-9999,-9999,2374,1997,50,11.5,5,831.14,0.3696,-9999,5.4389,362.33,0,2374,2003,185,185,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2375,1997,50.5,50,0.87483,0.45175,0.87483,0.010048,0.015087,0.010048,-9999,-9999,-9999,-9999,2375,1997,50,12,5.5,870.61,0.3882,-9999,5.4528,362.33,0,2375,2003,186,186,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2376,1997,50.521,50,0.3115,0.44912,0.3115,0.010186,0.015267,0.010186,-9999,-9999,-9999,-9999,2376,1997,50,12.5,5.8,662.28,0.4068,-9999,5.4651,362.33,0,2376,2003,187,187,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2377,1997,50.542,50,0.86583,0.45211,0.86583,0.006315,0.009545,0.006315,-9999,-9999,-9999,-9999,2377,1997,50,13,6.1,804.82,0.4046,-9999,5.4754,362.33,0,2377,2003,188,188,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2378,1997,50.562,50,0.59318,0.45175,0.59318,0.010784,0.01603,0.010784,-9999,-9999,-9999,-9999,2378,1997,50,13.5,6.4,714.91,0.4024,-9999,5.4838,362.33,0,2378,2003,189,189,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2379,1997,50.583,50,0.63767,0.45175,0.63767,0.008667,0.013678,0.008667,-9999,-9999,-9999,-9999,2379,1997,50,14,6.5,616.23,0.4003,-9999,5.4899,362.33,0,2379,2003,190,190,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2380,1997,50.604,50,0.66182,0.45175,0.66182,0.010283,0.015067,0.010283,-9999,-9999,-9999,-9999,2380,1997,50,14.5,6.8,403.51,0.3981,-9999,5.4937,362.33,0,2380,2003,191,191,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2381,1997,50.625,50,0.7965,0.45175,0.7965,0.005818,0.009291,0.005818,-9999,-9999,-9999,-9999,2381,1997,50,15,6.8,309.21,0.3959,-9999,5.495,362.33,0,2381,2003,192,192,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2382,1997,50.646,50,0.727,0.22564,0.727,0.000633,0.004067,0.000633,-9999,-9999,-9999,-9999,2382,1997,50,15.5,6.6,203.95,0.3938,-9999,5.4937,362.33,0,2382,2003,193,193,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2383,1997,50.667,50,0.93867,0.16648,0.93867,0.00448,0.006874,0.00448,-9999,-9999,-9999,-9999,2383,1997,50,16,6.4,120.61,0.3916,-9999,5.4897,362.33,0,2383,2003,194,194,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2384,1997,50.688,50,0.4285,0.73659,0.4285,0.003137,0.00502,0.003137,-9999,-9999,-9999,-9999,2384,1997,50,16.5,6.2,63.596,0.3894,-9999,5.4829,362.33,0,2384,2003,195,195,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2385,1997,50.708,50,0.97567,0.53212,0.97567,0.002159,0.003767,0.002159,-9999,-9999,-9999,-9999,2385,1997,50,17,6,13.158,0.3873,-9999,5.4733,362.33,0,2385,2003,196,196,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2386,1997,50.729,50,0.68966,0.59237,0.68966,0.002201,0.003915,0.002201,-9999,-9999,-9999,-9999,2386,1997,50,17.5,5.7,0,0.3851,-9999,5.4608,362.33,0,2386,2003,197,197,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2387,1997,50.75,50,0.78834,0.47658,0.78834,0.00334,0.005244,0.00334,-9999,-9999,-9999,-9999,2387,1997,50,18,5.6,0,0.3829,-9999,5.4452,362.33,0,2387,2003,198,198,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2388,1997,50.771,50,0.6565,0.55764,0.6565,0.002206,0.004002,0.002206,-9999,-9999,-9999,-9999,2388,1997,50,18.5,5.6,0,0.3808,-9999,5.4267,362.33,0,2388,2003,199,199,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2389,1997,50.792,50,1.1128,0.61668,1.1128,0.004663,0.007118,0.004663,-9999,-9999,-9999,-9999,2389,1997,50,19,5.7,0,0.3902,-9999,5.4053,362.33,0,2389,2003,200,200,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2390,1997,50.812,50,0.45599,0.6616,0.45599,0.003461,0.005572,0.003461,-9999,-9999,-9999,-9999,2390,1997,50,19.5,6.3,0,0.3997,-9999,5.3808,362.33,0,2390,2003,201,201,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2391,1997,50.833,50,0.924,0.37436,0.924,0.004998,0.007695,0.004998,-9999,-9999,-9999,-9999,2391,1997,50,20,6.8,0,0.4092,-9999,5.3535,362.33,0,2391,2003,202,202,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2392,1997,50.854,50,1.2055,0.45247,1.2055,0.005776,0.008669,0.005776,-9999,-9999,-9999,-9999,2392,1997,50,20.5,7.2,0,0.4186,-9999,5.3233,362.33,0,2392,2003,203,203,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2393,1997,50.875,50,0.4755,0.5218,0.4755,0.000112,0.002268,0.000112,-9999,-9999,-9999,-9999,2393,1997,50,21,7.1,0,0.4281,-9999,5.2903,362.33,0,2393,2003,204,204,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2394,1997,50.896,50,1.4402,0.44356,1.4402,0.003983,0.005975,0.003983,-9999,-9999,-9999,-9999,2394,1997,50,21.5,6.7,0,0.4375,-9999,5.2546,362.33,0,2394,2003,205,205,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2395,1997,50.917,50,1.2755,0.4201,1.2755,0.000075,0.002258,0.000075,-9999,-9999,-9999,-9999,2395,1997,50,22,7.4,0,0.447,-9999,5.2163,362.33,0,2395,2003,206,206,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2396,1997,50.938,50,0.67284,0.36189,0.67284,0.00026,0.002284,0.00026,-9999,-9999,-9999,-9999,2396,1997,50,22.5,8.2,0,0.4565,-9999,5.1756,362.33,0,2396,2003,207,207,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2397,1997,50.958,50,1.0412,0.39035,1.0412,0.000213,0.002272,0.000213,-9999,-9999,-9999,-9999,2397,1997,50,23,8,0,0.4659,-9999,5.1326,362.33,0,2397,2003,208,208,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2398,1997,50.979,50,0.82034,0.35615,0.82034,0.000191,0.002268,0.000191,-9999,-9999,-9999,-9999,2398,1997,50,23.5,8.2,0,0.4754,-9999,5.0875,362.33,0,2398,2003,209,209,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2399,1997,51,50,1.1378,0.39348,1.1378,0,0.00225,0,-9999,-9999,-9999,-9999,2399,1997,50,24,8.2,0,0.4848,-9999,6.3717,362.33,0,2399,2003,210,210,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2400,1997,51.021,51,0.54918,0.49181,0.54918,0.004096,0.006795,0.004096,-9999,-9999,-9999,-9999,2400,1997,51,0.5,7.7,0,0.4943,-9999,6.3766,362.33,0,2400,2003,211,211,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2401,1997,51.042,51,1.0605,0.45662,1.0605,0.004166,0.006857,0.004166,-9999,-9999,-9999,-9999,2401,1997,51,1,7.9,0,0.4765,-9999,6.3847,362.33,0,2401,2003,212,212,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2402,1997,51.062,51,0.6395,0.46985,0.6395,0.001038,0.003741,0.001038,-9999,-9999,-9999,-9999,2402,1997,51,1.5,7.8,0,0.4586,-9999,6.3959,362.33,0,2402,2003,213,213,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2403,1997,51.083,51,0.85051,0.44678,0.85051,0.003291,0.00551,0.003291,-9999,-9999,-9999,-9999,2403,1997,51,2,7.4,0,0.4407,-9999,6.4102,362.33,0,2403,2003,214,214,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2404,1997,51.104,51,0.77649,0.53892,0.77649,0.000681,0.003681,0.000681,-9999,-9999,-9999,-9999,2404,1997,51,2.5,7.1,0,0.4229,-9999,6.4274,362.33,0,2404,2003,215,215,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2405,1997,51.125,51,0.79934,0.54059,0.79934,0,0.00617,0,-9999,-9999,-9999,-9999,2405,1997,51,3,7.1,0,0.405,-9999,6.4474,362.33,0,2405,2003,216,216,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
